Setting,N,ValidN,EmbSimFull,EmbSimSentMax,EmbAccSentMax@0.50,TokF1,AvgLatency(ms)
sft,100,100,0.5317025277018547,0.5386303752660752,0.48,0.12026236269695816,12846.853516101837
